2	10	4	0	248	701	3	1780	0.282258
2	10	4	0	246	699	3	1780	0.276423
2	10	4	0	238	711	3	1744	0.267227
2	10	4	0	258	705	3	1846	0.284496
2	10	4	0	234	700	3	1702	0.27265
2	10	4	0	1	10	3	10	0
2	10	4	0	264	706	3	1888	0.284848
2	10	4	0	273	708	3	1902	0.303297
2	10	4	0	229	693	3	1666	0.272489
2	10	4	0	242	701	3	1774	0.266942
2	10	4	0	246	721	3	1830	0.256098
2	10	4	0	253	693	3	1814	0.283004
2	10	4	0	214	699	3	1612	0.246729
2	10	4	0	222	713	3	1642	0.26036
2	10	4	0	241	697	3	1742	0.277178
2	10	4	0	236	695	3	1708	0.276271
2	10	4	0	240	711	3	1754	0.269167
2	10	4	0	230	712	3	1698	0.261739
2	10	4	0	212	704	3	1544	0.271698
2	10	4	0	2	18	3	18	0.1
2	10	4	0	247	708	3	1792	0.274494
2	10	4	0	229	701	3	1734	0.242795
2	10	4	0	1	10	3	10	0
2	10	4	0	235	704	3	1718	0.268936
2	10	4	0	216	714	3	1638	0.241667
2	10	4	0	250	711	3	1792	0.2832
2	10	4	0	223	688	3	1618	0.274439
2	10	4	0	241	700	3	1736	0.279668
2	10	4	0	1	10	3	10	0
2	10	4	0	234	713	3	1706	0.27094
2	10	4	0	225	707	3	1652	0.265778
2	10	4	0	240	687	3	1702	0.290833
2	10	4	0	230	714	3	1704	0.25913
2	10	4	0	203	666	3	1462	0.279803
2	10	4	0	228	698	3	1676	0.264912
2	10	4	0	198	695	3	1488	0.248485
2	10	4	0	212	696	3	1572	0.258491
2	10	4	0	272	713	3	1976	0.273529
2	10	4	0	259	699	3	1860	0.281853
2	10	4	0	266	709	3	1916	0.279699
2	10	4	0	254	700	3	1790	0.295276
2	10	4	0	272	705	3	1898	0.302206
2	10	4	0	256	726	3	1854	0.275781
2	10	4	0	218	707	3	1666	0.23578
2	10	4	0	207	712	3	1592	0.230918
2	10	4	0	245	704	3	1738	0.290612
2	10	4	0	1	10	3	10	0
2	10	4	0	206	698	3	1518	0.263107
2	10	4	0	207	706	3	1536	0.257971
2	10	4	0	1	10	3	10	0
2	10	4	0	262	717	3	1904	0.273282
2	10	4	0	218	700	3	1628	0.253211
2	10	4	0	243	702	3	1738	0.284774
2	10	4	0	243	701	3	1736	0.285597
2	10	4	0	227	683	3	1632	0.281057
2	10	4	0	200	679	3	1492	0.254
2	10	4	0	236	709	3	1720	0.271186
2	10	4	0	231	687	3	1668	0.277922
2	10	4	0	238	702	3	1754	0.263025
2	10	4	0	249	716	3	1774	0.28755
2	10	4	0	225	718	3	1658	0.263111
2	10	4	0	243	709	3	1732	0.287243
2	10	4	0	255	716	3	1878	0.263529
2	10	4	0	210	704	3	1586	0.244762
2	10	4	0	212	697	3	1580	0.254717
2	10	4	0	240	709	3	1710	0.2875
2	10	4	0	225	701	3	1650	0.266667
2	10	4	0	260	702	3	1860	0.284615
2	10	4	0	209	695	3	1554	0.256459
2	10	4	0	224	708	3	1670	0.254464
2	10	4	0	248	695	3	1754	0.292742
2	10	4	0	234	707	3	1724	0.263248
2	10	4	0	243	719	3	1806	0.25679
2	10	4	0	271	709	3	1918	0.292251
2	10	4	0	208	708	3	1572	0.244231
2	10	4	0	232	704	3	1720	0.258621
2	10	4	0	258	711	3	1856	0.28062
2	10	4	0	253	712	3	1834	0.275099
2	10	4	0	256	713	3	1844	0.279687
2	10	4	0	251	722	3	1844	0.265339
2	10	4	0	233	715	3	1700	0.270386
2	10	4	0	245	704	3	1788	0.270204
2	10	4	0	247	686	3	1750	0.291498
2	10	4	0	236	703	3	1686	0.285593
2	10	4	0	220	698	3	1616	0.265455
2	10	4	0	221	696	3	1654	0.251584
2	10	4	0	261	702	3	1864	0.285824
2	10	4	0	211	690	3	1584	0.249289
2	10	4	0	221	715	3	1650	0.253394
2	10	4	0	217	707	3	1632	0.247926
2	10	4	0	245	685	3	1756	0.283265
2	10	4	0	246	705	3	1772	0.279675
2	10	4	0	233	695	3	1734	0.255794
2	10	4	0	252	709	3	1816	0.279365
2	10	4	0	223	706	3	1624	0.271749
2	10	4	0	236	710	3	1676	0.289831
2	10	4	0	246	707	3	1772	0.279675
2	10	4	0	1	10	3	10	0
2	10	4	0	241	710	3	1770	0.26556
2	10	4	0	259	704	3	1854	0.28417
2	10	4	0	232	695	3	1682	0.275
2	10	4	0	226	703	3	1648	0.270796
2	10	4	0	208	701	3	1564	0.248077
2	10	4	0	245	715	3	1830	0.253061
2	10	4	0	249	719	3	1802	0.276305
2	10	4	0	6	45	3	50	0.166667
2	10	4	0	1	10	3	10	0
2	10	4	0	247	707	3	1804	0.269636
2	10	4	0	227	703	3	1684	0.25815
2	10	4	0	243	711	3	1792	0.262551
2	10	4	0	254	719	3	1852	0.270866
2	10	4	0	214	703	3	1606	0.249533
2	10	4	0	285	698	3	1998	0.298947
2	10	4	0	237	709	3	1706	0.280169
2	10	4	0	217	701	3	1614	0.256221
2	10	4	0	251	711	3	1800	0.282869
2	10	4	0	245	702	3	1764	0.28
2	10	4	0	228	687	3	1664	0.270175
2	10	4	0	234	682	3	1692	0.276923
2	10	4	0	254	708	3	1834	0.277953
2	10	4	0	248	715	3	1826	0.26371
2	10	4	0	202	683	3	1512	0.251485
2	10	4	0	1	10	3	10	0
2	10	4	0	207	697	3	1538	0.257005
2	10	4	0	238	709	3	1712	0.280672
2	10	4	0	218	714	3	1622	0.255963
2	10	4	0	224	711	3	1694	0.24375
2	10	4	0	216	694	3	1604	0.257407
2	10	4	0	215	697	3	1580	0.265116
2	10	4	0	268	718	3	1940	0.276119
2	10	4	0	246	692	3	1734	0.295122
2	10	4	0	2	18	3	18	0.1
2	10	4	0	249	718	3	1812	0.272289
2	10	4	0	216	682	3	1582	0.267593
2	10	4	0	262	713	3	1864	0.28855
2	10	4	0	218	689	3	1614	0.259633
2	10	4	0	260	704	3	1842	0.291538
2	10	4	0	238	705	3	1774	0.254622
2	10	4	0	208	682	3	1554	0.252885
2	10	4	0	217	719	3	1618	0.254378
2	10	4	0	259	700	3	1848	0.286486
2	10	4	0	242	706	3	1760	0.272727
2	10	4	0	249	706	3	1820	0.269076
2	10	4	0	214	691	3	1580	0.261682
2	10	4	0	236	701	3	1734	0.265254
2	10	4	0	239	706	3	1776	0.256904
2	10	4	0	249	721	3	1850	0.257028
2	10	4	0	224	711	3	1648	0.264286
2	10	4	0	206	701	3	1540	0.252427
2	10	4	0	226	684	3	1644	0.272566
2	10	4	0	1	10	3	10	0
2	10	4	0	224	716	3	1668	0.255357
2	10	4	0	276	679	3	1892	0.314493
2	10	4	0	236	717	3	1746	0.260169
2	10	4	0	272	711	3	1924	0.292647
2	10	4	0	238	699	3	1744	0.267227
2	10	4	0	270	685	3	1890	0.3
2	10	4	0	268	709	3	1916	0.285075
2	10	4	0	269	708	3	1892	0.296654
2	10	4	0	249	706	3	1806	0.274699
2	10	4	0	252	704	3	1836	0.271429
2	10	4	0	238	700	3	1742	0.268067
2	10	4	0	208	707	3	1592	0.234615
2	10	4	0	233	709	3	1716	0.263519
2	10	4	0	229	704	3	1636	0.28559
2	10	4	0	240	714	3	1810	0.245833
2	10	4	0	240	715	3	1752	0.27
2	10	4	0	237	697	3	1702	0.281857
2	10	4	0	241	702	3	1724	0.284647
2	10	4	0	200	680	3	1484	0.258
2	10	4	0	211	680	3	1574	0.254028
2	10	4	0	246	706	3	1788	0.273171
2	10	4	0	239	717	3	1772	0.258577
2	10	4	0	273	707	3	1948	0.286447
2	10	4	0	222	718	3	1668	0.248649
2	10	4	0	242	711	3	1788	0.261157
2	10	4	0	195	667	3	1466	0.248205
2	10	4	0	1	10	3	10	0
2	10	4	0	222	703	3	1650	0.256757
2	10	4	0	231	697	3	1690	0.268398
2	10	4	0	248	723	3	1834	0.260484
2	10	4	0	248	711	3	1790	0.278226
2	10	4	0	230	703	3	1700	0.26087
2	10	4	0	227	712	3	1660	0.268722
2	10	4	0	241	711	3	1768	0.26639
2	10	4	0	252	711	3	1836	0.271429
2	10	4	0	216	716	3	1596	0.261111
2	10	4	0	237	718	3	1728	0.270886
2	10	4	0	262	715	3	1910	0.270992
2	10	4	0	195	685	3	1476	0.243077
2	10	4	0	258	685	3	1848	0.283721
2	10	4	0	241	701	3	1746	0.275519
2	10	4	0	239	696	3	1722	0.279498
2	10	4	0	207	682	3	1546	0.25314
2	10	4	0	1	10	3	10	0
2	10	4	0	271	702	3	1914	0.293727
2	10	4	0	220	682	3	1590	0.277273
2	10	4	0	265	706	3	1920	0.275472
2	10	4	0	225	691	3	1642	0.270222
2	10	4	0	265	705	3	1868	0.295094
2	10	4	0	240	686	3	1744	0.273333
2	10	4	0	236	705	3	1714	0.273729
2	10	4	0	2	18	3	18	0.1
2	10	4	0	216	707	3	1602	0.258333
2	10	4	0	241	710	3	1752	0.273029
2	10	4	0	231	699	3	1666	0.278788
2	10	4	0	261	717	3	1898	0.272797
2	10	4	0	229	700	3	1730	0.244541
2	10	4	0	265	696	3	1838	0.306415
2	10	4	0	242	709	3	1796	0.257851
2	10	4	0	236	710	3	1742	0.261864
2	10	4	0	243	719	3	1794	0.261728
2	10	4	0	1	10	3	10	0
2	10	4	0	190	665	3	1432	0.246316
2	10	4	0	215	709	3	1574	0.267907
2	10	4	0	256	695	3	1826	0.286719
2	10	4	0	218	684	3	1608	0.262385
2	10	4	0	212	720	3	1608	0.241509
2	10	4	0	245	688	3	1766	0.279184
2	10	4	0	244	694	3	1748	0.283607
2	10	4	0	218	690	3	1574	0.277982
